,Locality,Type of property,Subtype of property,Price,Number of bedrooms,Livable surface,Kitchen equipment,Number of bathrooms,Number of toilets,Floor of appartment,Number of floors,Balcony,State of the property,Build Year,Surface bedroom 1,Furnished,Surface of living-room,Cellar,Surface kitchen,Entry phone,Elevator,Number of showers,Number of facades,Terrace,Surface terrace,Surface bedroom 2,Security door,Access for disabled,Sewer Connection,Garden,Surface garden,Surface bedroom 3,Garage
121,1000 Brussels,flat,apartment,499000,4,161.0,Super equipped,3,1,4,4,0,New,2022,19.0,0,47.15622225718216,1,17.540577066119848,1,1,3,4,0,0,12.0,0,1,1,0,512.4721377145944,10.0,0
122,1000 Brussels,flat,apartment,559000,3,160.0,Super equipped,2,1,,,0,Normal,2009,37.0,0,46.863326466764875,0,17.43162938247935,1,0,1,2,1,15.0,17.572916868963087,0,0,1,0,509.2890809586031,14.26745746044304,1
123,1000 Brussels,flat,penthouse,245000,2,116.0,Fully equipped,1,2,4,4,0,Excellent,,15.739174454941429,0,33.97591168840454,1,12.637931302297531,1,0,1,2,0,0,12.740364729998237,0,0,1,0,369.23458369498724,10.343906658821204,0
124,1000 Brussels,house,residence,519000,6,170.0,Super equipped,1,1,,3,0,Normal,,16.0,0,49.79228437093768,1,18.521106218884313,0,0,6,2,1,20.0,16.0,0,0,1,0,541.1196485185158,12.0,0
125,1000 Brussels,flat,penthouse,470000,2,110.0,Partially equipped,1,2,,5,0,New,2019,14.925079224513423,0,35.0,0,11.984245200454554,1,1,2,3,1,106.0,12.081380347412122,0,0,1,0,350.1362431590396,9.80887700405459,0
126,1000 Brussels,flat,apartment,215000,1,54.0,Fully equipped,1,1,,,0,Normal,2012,7.326857073852044,0,15.816372682533146,0,5.883174916586781,1,0,1,2,0,0,5.930859443275041,0,0,1,0,171.88506482352855,4.815266892899526,0
127,1000 Brussels,flat,penthouse,1600000,2,220.0,Partially equipped,2,1,12,12,0,New,2021,29.850158449026846,0,64.4370738918017,0,23.968490400909108,1,0,1,2,1,36.0,24.162760694824243,0,0,1,0,700.2724863180792,19.61775400810918,0
128,1000 Brussels,flat,triplex,380000,4,140.0,Partially equipped,2,2,1,3,0,Excellent,1925,12.0,0,16.0,1,15.252675709669433,1,0,2,2,1,5.0,11.0,0,0,1,0,445.6279458387777,12.0,0
129,1000 Brussels,flat,studio,120000,1,,Fully equipped,1,1,4,,0,Normal,,,0,,1,,1,0,1,2,0,0,,0,0,1,0,,,0
130,1000 Brussels,flat,apartment,480000,2,123.0,Super equipped,1,2,3,4,0,Normal,1957,16.0,0,32.0,1,10.0,1,1,1,4,0,0,15.0,0,0,1,0,391.51598098692614,10.968107922715587,1
131,1000 Brussels,flat,apartment,225000,1,71.0,Partially equipped,1,1,4,8,0,To be renovated,1974,14.0,0,25.0,1,9.0,1,1,1,2,1,10.0,7.79798186060237,1,1,1,0,225.9970296753801,6.331184248071599,1
132,1000 Brussels,house,mansion,3950000,14,1240.0,Partially equipped,5,6,,,0,Normal,1729,168.2463476217877,0,363.1907801174278,1,135.09512771421498,0,0,1,4,0,0,136.1901057344639,0,1,1,1,150000.0,110.57279531843356,1
133,1000 Brussels,flat,apartment,420000,2,98.0,Super equipped,1,2,,6,0,New,2019,13.296888763657414,0,28.703787460893487,0,10.676872996768603,1,1,1,4,1,10.0,10.76341158223989,0,0,1,0,311.9395620871444,8.738817694521362,0
134,1000 Brussels,flat,triplex,255000,2,80.0,Partially equipped,1,1,3,3,0,Normal,1900,14.0,0,23.431663233382437,0,8.715814691239675,1,0,1,2,0,0,12.0,0,0,1,0,254.64454047930155,7.13372873022152,0
135,1000 Brussels,flat,triplex,499000,2,140.0,Super equipped,1,2,,3,0,Normal,1905,15.0,0,41.005410658419265,0,9.0,1,0,1,2,1,8.0,15.0,0,0,1,1,40.0,12.48402527788766,0
136,1000 Brussels,flat,loft,249000,1,90.0,Partially equipped,1,1,,5,0,Normal,,12.211428456420073,0,26.360621137555242,0,9.805291527644636,1,0,1,2,0,0,9.884765738791737,0,0,1,0,286.4751080392142,8.02544482149921,1
137,1000 Brussels,flat,loft,315000,1,86.0,Super equipped,1,1,1,3,0,Normal,,14.0,0,25.18903797588612,0,9.369500793082652,1,0,1,2,0,0,9.44544281706766,0,0,1,0,273.74288101524917,7.668758384988134,0
138,1000 Brussels,flat,loft,735000,2,335.0,Super equipped,2,2,2,4,0,Normal,1896,45.45365036556361,0,98.12008978978896,1,36.49747401956614,1,0,1,2,0,0,36.79329469439146,0,1,1,0,1066.3240132570752,29.872489057802618,0
139,1000 Brussels,flat,loft,595000,2,160.0,Partially equipped,2,2,1,4,0,Normal,1900,21.0,0,58.0,0,17.43162938247935,1,1,1,3,1,25.0,14.0,0,1,1,0,509.2890809586031,14.26745746044304,0
140,1000 Brussels,flat,loft,340000,2,160.0,Partially equipped,1,2,,2,0,Normal,2008,12.0,0,46.863326466764875,0,17.43162938247935,1,1,1,2,0,0,11.0,1,0,1,0,509.2890809586031,14.26745746044304,1
141,1000 Brussels,flat,loft,338000,1,152.0,Super equipped,1,1,2,2,0,Normal,,22.0,0,44.52016014342663,0,16.560047913355383,1,0,1,2,0,0,16.694271025514933,0,0,1,0,483.8246269106729,13.554084587420888,0
142,1000 Brussels,flat,loft,535000,2,168.0,Super equipped,1,2,4,5,0,Normal,1930,19.0,0,49.20649279010312,1,18.30321085160332,1,1,1,3,1,19.0,13.0,1,1,1,0,534.7535350065332,14.980830333465192,1
143,1000 Brussels,flat,loft,480000,3,170.0,Partially equipped,1,1,,,0,New,1920,18.0,0,65.0,0,14.0,1,0,1,2,0,,18.0,1,0,1,0,541.1196485185158,14.0,0
144,1000 Brussels,flat,loft,620000,3,146.0,Super equipped,3,2,4,6,0,Fully renovated,1920,16.0,0,41.0,0,15.90636181151241,1,1,2,2,0,,16.0,1,1,1,1,464.7262863747253,13.0,0
145,1000 Brussels,house,master-house,1920000,5,453.0,Super equipped,4,2,,,0,Excellent,1908,25.0,0,26.0,1,49.35330068914467,0,0,1,2,1,20.0,16.0,0,0,1,1,101.0,16.0,0
146,1000 Brussels,house,master-house,775000,6,260.0,Partially equipped,2,3,,,0,Normal,1900,24.0,0,52.0,0,28.326397746528947,0,0,1,2,0,0,20.0,0,0,1,1,70.0,12.0,0
147,1000 Brussels,house,master-house,775000,6,260.0,Partially equipped,2,3,,,0,New,1900,16.0,0,52.0,0,28.326397746528947,0,0,1,2,0,0,12.0,0,0,1,1,70.0,24.0,0
148,1000 Brussels,house,master-house,1050000,5,330.0,Partially equipped,2,3,,3,0,Normal,,44.77523767354027,0,96.65561083770255,0,35.95273560136366,0,0,1,4,0,0,36.244141042236365,0,0,1,0,1050.4087294771189,29.42663101216377,0
149,1000 Brussels,house,master-house,695000,6,250.0,Super equipped,1,1,,,0,Normal,,33.920634601166874,0,73.22394760432012,1,27.236920910123988,0,0,1,2,1,20.0,27.457682607754823,0,0,1,1,20.0,22.29290228194225,0
150,1000 Brussels,house,master-house,1150000,10,240.0,Partially equipped,4,4,,,0,Normal,,32.563809217120195,0,70.29498970014731,0,26.14744407371903,0,0,1,2,0,0,26.35937530344463,0,0,1,1,120.0,21.40118619066456,0
151,1000 Brussels,house,master-house,1095000,5,320.0,Super equipped,3,4,,3,0,Normal,1900,21.0,0,65.0,1,41.0,1,0,2,2,1,14.0,21.0,0,0,1,0,1018.5781619172062,18.0,1
152,1000 Brussels,house,master-house,775000,9,200.0,Super equipped,1,4,,3,0,Normal,,27.136507680933498,0,58.57915808345609,0,21.78953672809919,0,0,4,4,0,0,21.966146086203857,0,0,1,0,636.6113511982538,17.8343218255538,0
153,1000 Brussels,house,mixed-building,3150000,12,980.0,Partially equipped,12,12,,4,0,To be renovated,1900,12.0,0,30.0,1,4.0,1,0,12,2,1,30.0,12.0,0,0,1,0,3119.395620871444,12.0,1
154,1000 Brussels,house,mixed-building,950000,13,478.0,Partially equipped,8,8,,3,0,To be renovated,1890,20.0,0,140.00418781946007,1,52.07699278015706,0,0,8,2,0,0,20.0,0,0,1,0,1521.5011293638267,20.0,0
155,1000 Brussels,house,mixed-building,1295000,7,360.0,Partially equipped,4,5,,3,0,Excellent,1910,16.0,0,105.44248455022097,1,39.221166110578544,1,0,4,2,0,0,16.0,0,0,1,1,112.0,15.0,1
156,1000 Brussels,house,mixed-building,1200000,,,Partially equipped,2,1,,,0,Normal,,,0,,0,,0,0,1,2,0,0,,0,0,1,0,,,0
157,1000 Brussels,house,mixed-building,520000,1,120.0,Partially equipped,1,1,,3,0,Normal,,15.0,0,35.147494850073656,0,13.073722036859515,0,0,1,2,1,10.0,13.179687651722315,0,0,1,0,381.96681071895233,10.70059309533228,1
158,1000 Brussels,house,mixed-building,1595000,6,450.0,Partially equipped,6,5,,4,0,Excellent,1930,20.0,0,131.80310568777622,1,49.02645763822318,1,0,5,2,0,0,20.0,0,0,1,0,1432.3755401960711,15.0,0
159,1000 Brussels,house,mixed-building,3200000,,1425.0,Partially equipped,1,10,,4,0,Normal,1900,193.34761722665115,0,417.37650134462467,1,155.25044918770672,0,1,1,2,0,0,156.5087908642025,0,0,1,1,120.0,127.06954300707083,0
160,1000 Brussels,house,mixed-building,895000,4,225.0,Partially equipped,4,4,,3,0,Normal,,13.0,1,65.90155284388811,0,24.51322881911159,1,0,4,2,1,10.0,14.0,0,0,1,0,716.1877700980356,13.0,0
161,1000 Brussels,house,mixed-building,1200000,3,568.0,Super equipped,3,5,,3,0,Normal,1899,77.06768181385114,0,166.3648089570153,0,61.8822843078017,0,0,1,2,0,0,62.38385488481896,0,0,1,0,1807.9762374030408,50.64947398457279,0
162,1000 Brussels,house,mixed-building,2250000,5,550.0,Partially equipped,6,6,,,0,Normal,,30.0,0,86.0,1,16.0,0,1,1,2,1,15.0,23.0,0,0,1,0,1750.681215795198,23.0,0
163,1000 Brussels,flat,studio,85000,,44.0,Partially equipped,1,1,3,3,0,Excellent,1950,5.970031689805369,0,25.0,0,10.0,1,0,1,2,0,0,4.832552138964849,0,0,1,0,140.05449726361584,3.923550801621836,0
164,1000 Brussels,flat,studio,175000,,40.0,Partially equipped,1,1,2,7,0,Normal,2024,5.427301536186699,0,11.715831616691219,0,4.357907345619838,1,0,1,2,1,4.0,4.393229217240772,0,0,1,0,127.32227023965078,3.56686436511076,0
166,1000 Brussels,flat,studio,180000,1,42.0,Super equipped,1,1,6,7,0,Normal,1970,5.698666612996035,0,32.0,0,4.0,1,1,1,2,0,0,4.6128906781028105,0,0,1,0,133.6883837516333,3.745207583366298,0
167,1000 Brussels,flat,studio,155000,,35.0,Partially equipped,1,1,11,13,0,Excellent,1960,4.748888844163362,1,10.251352664604816,1,3.813168927417358,1,1,1,4,1,8.0,3.8440755650856753,0,1,1,0,111.40698645969442,3.121006319471915,0
168,1000 Brussels,flat,studio,125000,,30.0,Partially equipped,1,1,2,4,0,Normal,2008,4.070476152140024,0,8.786873712518414,0,3.2684305092148787,1,1,1,2,0,0,3.2949219129305787,0,0,1,0,95.49170267973808,2.67514827383307,0
169,1000 Brussels,flat,studio,199000,1,37.0,Super equipped,1,1,,,0,Excellent,1966,5.020253920972697,0,32.0,0,4.03106429469835,1,1,1,1,0,0,4.063737025947714,0,0,1,0,117.77309997167696,3.299349537727453,0
170,1000 Brussels,flat,studio,239000,,47.0,Super equipped,1,1,5,5,0,Normal,1986,6.377079305019372,1,13.766102149612182,1,5.12054113110331,1,1,1,2,0,0,5.162044330257907,0,1,1,0,149.60366753158965,4.191065629005143,0
171,1000 Brussels,flat,studio,159000,,37.0,Partially equipped,1,1,3,5,0,Excellent,1970,5.020253920972697,0,23.0,0,6.0,1,1,1,2,0,0,4.063737025947714,0,0,1,0,117.77309997167696,3.299349537727453,0
172,1000 Brussels,flat,studio,168000,,42.0,Partially equipped,1,1,3,4,0,New,2020,5.698666612996035,0,12.30162319752578,1,4.57580271290083,1,0,1,4,1,3.0,4.6128906781028105,0,0,1,0,133.6883837516333,3.745207583366298,0
173,1000 Brussels,flat,studio,163500,,42.0,Partially equipped,1,1,2,4,0,New,2020,5.698666612996035,0,12.30162319752578,1,4.57580271290083,1,1,1,4,1,3.0,4.6128906781028105,0,0,1,0,133.6883837516333,3.745207583366298,0
174,1000 Brussels,flat,studio,159500,,42.0,Partially equipped,1,1,1,4,0,New,2020,5.698666612996035,0,12.30162319752578,0,4.57580271290083,1,1,1,4,1,3.0,4.6128906781028105,0,0,1,0,133.6883837516333,3.745207583366298,0
175,1000 Brussels,flat,studio,199000,,30.0,Super equipped,1,1,,5,0,Normal,2000,4.070476152140024,0,8.786873712518414,0,3.2684305092148787,1,1,1,2,0,0,3.2949219129305787,0,0,1,0,95.49170267973808,2.67514827383307,0
176,1000 Brussels,flat,studio,249000,,50.0,Partially equipped,1,1,3,6,0,Excellent,1930,6.7841269202333745,0,14.644789520864023,0,5.4473841820247975,1,1,1,3,1,2.0,5.491536521550964,0,0,1,0,159.15283779956346,4.45858045638845,0
177,1000 Brussels,flat,studio,175000,,53.0,Super equipped,1,1,1,3,0,New,2021,7.191174535447376,0,38.0,1,5.774227232946285,1,1,1,2,0,0,5.821028712844022,0,1,1,0,168.70200806753726,4.726095283771757,0
178,1000 Brussels,flat,studio,290000,,47.0,Partially equipped,1,1,,6,0,New,2016,6.377079305019372,0,13.766102149612182,0,5.12054113110331,1,1,1,2,1,17.0,5.162044330257907,0,0,1,0,149.60366753158965,4.191065629005143,0
179,1000 Brussels,flat,studio,220000,,35.0,Partially equipped,1,1,,6,0,New,2016,4.748888844163362,0,10.251352664604816,0,3.813168927417358,1,1,1,2,0,0,3.8440755650856753,0,0,1,0,111.40698645969442,3.121006319471915,0
180,1000 Brussels,flat,studio,225000,,35.0,Partially equipped,1,1,,6,0,Excellent,2016,4.748888844163362,0,10.251352664604816,0,3.813168927417358,1,1,1,2,0,0,3.8440755650856753,0,0,1,0,111.40698645969442,3.121006319471915,0
181,1000 Brussels,flat,studio,250000,,42.0,Super equipped,1,1,,5,0,New,2022,5.698666612996035,0,27.0,1,4.57580271290083,1,1,1,2,0,,4.6128906781028105,0,1,1,0,133.6883837516333,3.745207583366298,1
182,1000 Brussels,flat,studio,245000,,50.0,Partially equipped,1,1,1,5,0,New,,6.7841269202333745,0,17.0,0,7.0,1,0,1,2,0,,5.491536521550964,1,0,1,0,159.15283779956346,4.45858045638845,0
183,1000 Brussels,flat,penthouse,450000,2,101.0,Super equipped,1,1,6,6,0,Excellent,2013,15.0,0,29.58247483214533,1,11.00371604769009,1,1,1,2,1,25.0,11.0,1,1,1,0,321.4887323551182,9.00633252190467,0
184,1000 Brussels,flat,penthouse,525000,1,114.0,Partially equipped,1,2,2,3,0,New,1881,15.467809378132094,0,33.39012010756998,0,12.42003593501654,0,0,1,2,0,0,12.520703269136199,0,0,0,0,362.8684701830047,10.165563440565666,0
185,1000 Brussels,flat,penthouse,695000,3,180.0,Partially equipped,1,2,,3,0,Normal,,24.422856912840146,0,70.0,0,19.610583055289272,1,1,1,2,1,25.0,19.769531477583474,0,0,1,0,572.9502160784284,16.05088964299842,0
186,1000 Brussels,flat,penthouse,450000,1,67.0,Super equipped,1,1,9,9,0,New,2018,16.0,1,19.624017957957793,1,7.299494803913229,1,1,1,2,1,17.0,7.358658938878293,1,1,1,0,213.26480265141504,5.974497811560523,0
187,1000 Brussels,flat,penthouse,305000,1,62.0,Super equipped,1,1,5,5,0,Normal,2012,20.0,0,18.15953900587139,0,6.754756385710749,1,1,1,2,0,0,6.809505286723196,0,1,1,0,197.34951887145868,5.528639765921678,0
188,1000 Brussels,flat,penthouse,1600000,2,220.0,Partially equipped,2,2,12,12,0,New,2022,23.0,0,64.4370738918017,0,23.968490400909108,1,1,2,2,1,36.0,15.0,0,1,1,0,700.2724863180792,19.61775400810918,1
189,1000 Brussels,flat,penthouse,3500000,3,540.0,Partially equipped,3,6,41,41,0,Normal,2017,28.0,0,50.0,1,58.83174916586781,1,1,3,4,1,18.0,21.0,0,1,1,0,1718.8506482352855,19.0,1
190,1000 Brussels,flat,penthouse,575000,3,169.0,Partially equipped,1,3,,5,0,New,2020,22.930348990388804,0,40.0,0,18.412158535243815,1,1,2,3,1,87.0,18.56139344284226,0,0,1,0,537.9365917625245,15.070001942592961,0
191,1000 Brussels,flat,penthouse,575000,3,169.0,Partially equipped,3,3,5,5,0,New,2020,17.0,0,49.4993885805204,1,18.412158535243815,1,1,3,3,1,87.0,12.0,0,1,1,0,537.9365917625245,11.0,0
192,1000 Brussels,flat,penthouse,1600000,2,217.0,Partially equipped,2,2,12,12,0,New,2022,23.0,0,63.55838652054987,0,23.641647349987622,1,1,2,2,1,36.0,15.0,0,0,1,0,690.7233160501054,19.350239180725872,1
193,1000 Brussels,flat,penthouse,415000,2,97.0,Super equipped,2,2,4,4,0,New,2021,14.0,0,34.0,1,10.567925313128107,1,1,1,2,1,60.0,9.0,0,1,1,0,308.7565053311531,8.649646085393593,1
194,1000 Brussels,flat,penthouse,420000,1,100.0,Fully equipped,1,1,3,3,0,Normal,1970,15.0,0,64.0,1,20.0,1,1,1,2,0,,10.983073043101928,0,0,1,0,318.3056755991269,8.9171609127769,0
195,1000 Brussels,flat,penthouse,1290000,3,200.0,Super equipped,2,2,6,6,0,Normal,2016,15.0,0,56.0,1,10.0,0,1,1,3,1,,15.0,1,1,1,0,636.6113511982538,10.0,0
196,1000 Brussels,flat,penthouse,1950000,3,226.0,Partially equipped,2,4,8,9,0,New,2019,20.0,0,45.0,1,24.622176502752087,1,1,1,2,1,66.0,17.0,1,1,1,0,719.3708268540269,14.0,1
197,1000 Brussels,flat,duplex,229000,1,75.0,Super equipped,1,1,4,4,0,Excellent,1997,24.0,0,25.0,1,8.0,1,1,1,2,0,0,8.237304782326447,1,0,1,1,1000.0,6.687870684582675,1
198,1000 Brussels,flat,duplex,285000,5,168.0,Partially equipped,3,1,2,,0,To be renovated,,22.79466645198414,0,49.20649279010312,0,18.30321085160332,1,0,1,2,0,0,18.451562712411242,0,0,1,0,534.7535350065332,14.980830333465192,0
199,1000 Brussels,flat,duplex,325000,2,100.0,Super equipped,1,2,,2,0,Normal,,13.568253840466749,0,29.289579041728047,0,10.894768364049595,1,0,1,2,0,0,10.983073043101928,0,0,1,1,50.0,8.9171609127769,0
200,1000 Brussels,flat,duplex,590000,3,130.0,Partially equipped,1,1,,2,0,Fully renovated,,17.638729992606773,0,38.07645275424646,1,14.163198873264474,1,0,1,2,1,,14.277994956032508,1,0,1,1,80.0,11.59230918660997,0
201,1000 Brussels,flat,duplex,379000,1,80.0,Super equipped,1,1,3,3,0,Normal,1997,21.0,0,25.0,1,22.0,1,1,1,2,0,0,8.786458434481544,0,0,1,0,254.64454047930155,7.13372873022152,0
202,1000 Brussels,flat,duplex,760000,3,205.0,Partially equipped,1,1,2,,0,Normal,,27.814920372956834,0,50.0,0,22.33427514630167,1,0,1,3,0,0,22.515299738358955,0,0,1,0,652.5266349782102,18.280179871192644,1
203,1000 Brussels,flat,duplex,760000,3,197.0,Super equipped,2,3,2,4,0,Excellent,2003,20.0,0,60.0,1,16.0,1,1,1,2,0,0,20.0,0,0,1,0,627.0621809302801,17.0,1
204,1000 Brussels,flat,duplex,434000,3,153.0,Partially equipped,2,1,,5,0,New,2019,20.759428375914126,0,44.81305593384391,0,16.66899559699588,1,0,1,2,1,53.0,16.80410175594595,0,0,1,0,487.0076836666642,13.643256196548657,0
205,1000 Brussels,flat,duplex,429000,3,147.0,Partially equipped,2,1,,5,0,New,2019,19.94533314548612,0,43.05568119134023,0,16.015309495152906,1,0,1,2,1,53.0,16.145117373359835,0,0,1,0,467.9093431307166,13.108226541782043,0
206,1000 Brussels,flat,duplex,414000,3,145.0,Partially equipped,2,1,,5,0,New,2019,19.673968068676785,0,42.46988961050567,0,15.797414127871914,1,0,1,2,1,53.0,15.925455912497798,0,0,1,0,461.543229618734,12.929883323526505,0
207,1000 Brussels,flat,duplex,480000,2,158.0,Super equipped,1,1,2,3,0,Excellent,,18.0,0,45.0,0,8.0,1,0,1,2,1,10.0,12.0,0,0,1,0,502.92296744662053,14.089114242187502,0
208,1000 Brussels,flat,duplex,349000,2,85.0,Super equipped,1,1,2,3,0,Excellent,1905,17.0,0,24.89614218546884,0,9.260553109442156,1,0,1,2,0,0,17.0,0,0,1,0,270.5598242592579,7.579586775860365,0
209,1000 Brussels,flat,duplex,269000,2,80.0,Partially equipped,1,1,,5,0,Normal,,10.854603072373399,0,23.431663233382437,0,8.715814691239675,1,0,1,2,0,0,8.786458434481544,0,0,1,0,254.64454047930155,7.13372873022152,0
210,1000 Brussels,flat,duplex,730000,2,200.0,Super equipped,2,2,,3,0,Excellent,1911,286.0,0,755.0,1,8.0,1,0,1,2,1,12.0,226.0,1,0,1,1,250.0,17.8343218255538,0
211,1000 Brussels,flat,duplex,765000,3,197.0,Partially equipped,2,3,2,,0,Excellent,1991,20.0,0,62.0,1,21.462693677177704,1,1,2,2,0,0,20.0,1,0,1,0,627.0621809302801,169.0,0
212,1000 Brussels,flat,duplex,685000,4,160.0,Partially equipped,2,2,3,4,0,Normal,1930,15.0,0,60.0,0,17.43162938247935,1,0,1,2,0,0,10.0,0,0,1,0,509.2890809586031,10.0,0
213,1000 Brussels,flat,duplex,990000,3,215.0,Super equipped,2,3,,4,0,New,2012,20.0,0,100.0,1,23.42375198270663,1,1,1,2,1,25.0,17.0,1,1,1,1,25.0,12.0,0
214,1000 Brussels,flat,duplex,815000,3,210.0,Partially equipped,1,3,,4,0,To be renovated,1970,28.49333306498017,0,80.0,0,22.87901356450415,1,0,1,2,0,0,23.06445339051405,0,0,1,0,668.4419187581666,18.72603791683149,0
215,1000 Brussels,flat,duplex,420000,2,98.0,Partially equipped,1,1,,,0,Normal,,13.296888763657414,0,28.703787460893487,0,10.676872996768603,1,0,1,2,1,10.0,10.76341158223989,0,0,1,0,311.9395620871444,8.738817694521362,0
216,1000 Brussels,flat,duplex,420000,2,88.0,Partially equipped,1,1,2,,0,Normal,,11.940063379610738,0,25.774829556720682,0,9.587396160363644,1,0,1,2,1,5.0,9.665104277929698,0,0,1,0,280.1089945272317,7.847101603243672,0
217,1000 Brussels,house,villa,2275000,5,390.0,Super equipped,3,1,,3,0,Excellent,1920,52.916189977820316,0,114.22935826273938,1,42.489596619793424,0,0,1,3,1,40.0,42.833984868097524,0,0,1,1,1241.392134836595,34.776927559829915,1
218,1000 Brussels,flat,ground-floor,385000,1,65.0,Super equipped,1,1,,,0,Normal,,8.819364996303387,0,19.03822637712323,0,7.081599436632237,1,0,1,2,1,25.0,7.138997478016254,0,0,1,0,206.8986891394325,5.796154593304985,0
219,1000 Brussels,flat,ground-floor,345000,2,106.0,Partially equipped,1,1,,,0,Normal,,14.382349070894753,0,31.046953784231732,0,11.54845446589257,1,0,1,2,0,0,11.642057425688044,0,0,1,0,337.4040161350745,9.452190567543514,0
220,1000 Brussels,flat,ground-floor,365000,2,112.0,Not equipped,1,1,,,0,Normal,,15.196444301322758,0,32.80432852673541,0,12.202140567735547,1,0,1,2,0,0,12.30104180827416,0,0,1,0,356.50235667102214,9.987220222310128,0
221,1000 Brussels,flat,ground-floor,365000,1,73.0,Super equipped,1,1,,4,0,New,2022,21.0,0,35.0,1,7.953180905756205,1,1,1,2,0,0,8.017643321464409,0,1,1,0,232.36314318736265,6.509527466327137,0
222,1000 Brussels,flat,ground-floor,499000,2,110.0,Partially equipped,1,1,1,,0,Normal,,14.925079224513423,0,32.21853694590085,0,11.984245200454554,1,0,2,2,1,20.0,12.081380347412122,0,0,1,1,15.0,9.80887700405459,0
223,1000 Brussels,flat,ground-floor,399000,2,130.0,Not equipped,1,1,,,0,Normal,,17.638729992606773,0,38.07645275424646,0,14.163198873264474,1,0,1,2,0,0,14.277994956032508,0,0,1,0,413.797378278865,11.59230918660997,0
224,1000 Brussels,flat,ground-floor,690000,2,170.0,Partially equipped,1,3,,,0,New,2019,23.066031528793474,0,49.79228437093768,0,18.521106218884313,0,0,2,2,0,0,18.67122417327328,0,0,0,0,541.1196485185158,15.15917355172073,0
225,1000 Brussels,flat,ground-floor,345000,2,115.0,Partially equipped,1,1,,4,0,Normal,,16.0,0,33.683015897987254,0,12.528983618657035,1,0,1,2,0,0,14.0,0,0,1,0,366.05152693899595,10.254735049693435,0
226,1000 Brussels,house,residence,330000,6,160.0,Partially equipped,3,3,,3,0,Normal,1920,10.0,0,35.0,1,17.43162938247935,1,0,3,2,0,0,13.0,0,0,1,0,509.2890809586031,10.0,0
227,1000 Brussels,house,residence,469000,6,220.0,Partially equipped,1,1,,,0,Normal,,29.850158449026846,0,30.0,0,23.968490400909108,0,0,1,2,0,0,24.162760694824243,0,0,1,0,700.2724863180792,19.61775400810918,0
228,1000 Brussels,house,residence,855000,9,404.0,Super equipped,2,4,,,0,To be renovated,1837,12.0,0,25.0,1,44.01486419076036,0,0,1,2,0,0,8.0,0,0,1,1,110.0,25.0,0
229,1000 Brussels,house,residence,380000,5,140.0,Partially equipped,2,2,,3,0,Excellent,1971,15.0,0,30.0,1,8.0,0,0,2,2,1,15.0,15.0,0,0,1,0,445.6279458387777,15.0,0
