,Locality,Type of property,Subtype of property,Price,Number of bedrooms,Livable surface,Kitchen equipment,Number of bathrooms,Number of toilets,Floor of appartment,Number of floors,Balcony,State of the property,Build Year,Surface bedroom 1,Furnished,Surface of living-room,Cellar,Surface kitchen,Entry phone,Elevator,Number of showers,Number of facades,Terrace,Surface terrace,Surface bedroom 2,Security door,Access for disabled,Sewer Connection,Garden,Surface garden,Surface bedroom 3,Garage
6553,2630 Aartselaar,flat,apartment,219000,2,99.0,Partially equipped,1,1,2,,0,New,1990,16.0,0,28.996683251310767,0,10.785820680409099,1,1,1,2,0,0,10.0,0,0,1,0,315.1226188431357,8.827989303649131,1
6554,2630 Aartselaar,flat,apartment,274000,2,86.0,Partially equipped,1,1,,2,0,Normal,2002,11.668698302801404,0,42.0,0,9.369500793082652,1,0,1,2,1,15.0,9.44544281706766,0,0,1,0,273.74288101524917,7.668758384988134,0
6555,2630 Aartselaar,house,residence,369000,4,187.0,Partially equipped,1,1,,,0,Normal,,25.37263468167282,0,54.771512808031446,0,20.37321684077274,0,0,1,3,0,0,20.538346590600607,0,0,1,0,595.2316133703673,16.675090906892805,1
6556,2630 Aartselaar,house,residence,381071,3,397.0,Super equipped,1,1,,,0,New,2022,53.86596774665299,0,116.27962879566034,0,43.25223040527689,0,0,1,2,0,0,43.60279998111466,0,0,1,1,1263.673532128534,35.40112882372429,1
6557,2630 Aartselaar,house,residence,429000,4,180.0,Partially equipped,1,1,,,0,Fully renovated,1968,24.422856912840146,0,52.721242275110484,0,19.610583055289272,0,0,1,2,0,0,19.769531477583474,0,0,1,1,100.0,16.05088964299842,0
6558,2630 Aartselaar,house,villa,1495000,5,468.0,Partially equipped,2,1,,,0,Normal,2002,35.0,0,36.0,1,50.98751594375211,0,0,1,4,0,0,23.0,0,0,1,0,1489.670561803914,13.0,1
6559,2630 Aartselaar,house,residence,399000,2,117.0,Partially equipped,1,1,,2,0,Normal,,15.874856993346096,0,34.26880747882181,0,12.746878985938027,0,0,1,3,0,0,12.850195460429257,0,0,1,1,406.0,10.433078267948973,1
6560,2630 Aartselaar,house,residence,429000,4,162.0,Fully equipped,1,1,,3,0,To be renovated,1980,21.980571221556133,0,36.0,0,8.0,0,0,1,2,0,0,17.792578329825126,0,0,1,1,85.0,14.445800678698578,1
6561,2630 Aartselaar,house,residence,349500,5,175.0,Partially equipped,1,2,,,0,Excellent,1962,16.0,0,32.0,1,30.0,0,0,1,2,1,20.0,15.0,0,0,1,1,275.0,19.0,0
6562,2630 Aartselaar,house,residence,295000,2,204.0,Partially equipped,1,1,,,0,Normal,1932,27.67923783455217,0,16.0,0,22.225327462661173,0,0,1,2,0,0,22.405469007927934,0,0,1,0,649.343578222219,18.191008262064877,1
6563,2630 Aartselaar,house,residence,375000,3,184.0,Partially equipped,1,2,,,0,Normal,1976,24.965587066458816,0,40.0,0,20.046373789851256,0,0,1,2,1,7.0,20.20885439930755,0,0,1,1,77.0,16.407576079509496,1
6564,2630 Aartselaar,house,residence,474500,3,200.0,Super equipped,1,2,,,0,Normal,,27.136507680933498,0,35.0,0,21.78953672809919,0,0,1,2,0,0,21.966146086203857,0,0,1,0,636.6113511982538,17.8343218255538,1
6565,2630 Aartselaar,house,residence,399500,4,165.0,Partially equipped,1,2,,,0,Normal,1961,22.387618836770134,0,45.0,0,17.97636780068183,0,0,1,2,1,85.0,18.122070521118182,0,0,1,0,525.2043647385594,14.713315506081885,1
6566,2630 Aartselaar,house,residence,585000,3,200.0,Partially equipped,1,2,,,0,Normal,1978,27.136507680933498,0,65.0,0,21.78953672809919,0,0,1,3,0,0,21.966146086203857,0,0,1,0,636.6113511982538,17.8343218255538,1
6567,2630 Aartselaar,house,residence,360000,4,266.0,Super equipped,3,1,,2,0,Normal,1932,36.09155521564155,0,77.9102802509966,0,28.980083848371923,0,0,1,2,0,0,29.21497429465113,0,0,1,0,846.6930970936776,23.719648027986555,0
6568,2630 Aartselaar,house,residence,349000,3,165.0,Fully equipped,1,1,,,0,Normal,1965,22.387618836770134,0,48.32780541885128,0,17.97636780068183,0,0,1,2,0,0,18.122070521118182,0,0,1,1,525.2043647385594,14.713315506081885,1
6569,2630 Aartselaar,house,residence,375000,4,,Partially equipped,2,1,,,0,New,2021,11.0,0,,0,,0,0,1,2,1,15.0,14.0,0,0,1,1,60.0,11.0,1
6570,2630 Aartselaar,house,residence,396000,3,150.0,Partially equipped,1,1,,,0,New,2021,23.0,0,29.0,0,16.34215254607439,0,0,1,2,0,,19.0,0,0,1,0,477.4585133986904,11.0,1
6571,2630 Aartselaar,flat,apartment,334000,2,128.0,Fully equipped,1,1,2,2,0,Normal,2000,17.367364915797438,0,46.0,0,8.0,1,0,1,2,1,50.0,14.05833349517047,0,0,1,0,407.43126476688246,11.413965968354432,1
6572,2630 Aartselaar,flat,apartment,325000,3,150.0,Super equipped,2,1,,,0,Normal,1993,20.35238076070012,0,55.0,0,16.34215254607439,1,0,1,2,1,35.0,16.474609564652894,0,0,1,0,477.4585133986904,13.37574136916535,1
6573,2630 Aartselaar,flat,apartment,184500,2,100.0,Partially equipped,1,1,,,0,Normal,1990,13.568253840466749,0,35.0,0,10.894768364049595,1,1,1,2,1,1.0,10.983073043101928,0,0,1,0,318.3056755991269,8.9171609127769,1
6574,2630 Aartselaar,flat,apartment,245000,2,86.0,Super equipped,1,1,,,0,Normal,1998,11.668698302801404,0,20.0,0,9.369500793082652,1,0,1,2,1,7.0,9.44544281706766,0,0,1,0,273.74288101524917,7.668758384988134,0
6575,2630 Aartselaar,flat,apartment,179000,2,86.0,Fully equipped,1,1,1,3,0,Normal,1976,11.668698302801404,0,25.18903797588612,0,9.369500793082652,1,0,1,2,1,,9.44544281706766,0,0,1,1,273.74288101524917,7.668758384988134,0
6576,2630 Aartselaar,flat,apartment,329900,1,87.0,Partially equipped,1,1,1,,0,New,,11.804380841206072,0,25.481933766303403,0,9.478448476723148,1,1,1,2,1,28.0,9.555273547498679,1,0,1,0,276.9259377712404,7.757929994115903,0
6577,2630 Aartselaar,flat,apartment,375000,2,104.0,Partially equipped,1,1,,,0,New,,14.11098399408542,0,30.46116220339717,0,11.330559098611579,1,0,1,4,1,,11.422395964826006,0,0,1,1,100.0,9.273847349287976,0
6578,2640 Mortsel,house,residence,250000,5,129.0,Partially equipped,1,1,,2,0,To be renovated,,17.503047454202104,0,25.0,0,14.054251189623978,0,0,1,2,0,0,14.168164225601489,0,0,1,1,50.0,11.503137577482201,0
6579,2640 Mortsel,flat,apartment,259000,2,95.0,Fully equipped,1,1,1,,0,New,1978,12.889841148443411,0,27.825100089641644,0,11.0,0,0,1,2,1,3.0,10.433919390946834,0,0,0,0,302.3903918191706,8.471302867138055,1
6580,2640 Mortsel,flat,apartment,269000,2,95.0,Fully equipped,1,1,1,,0,New,1978,12.889841148443411,0,27.825100089641644,0,11.0,0,0,1,2,1,3.0,10.433919390946834,0,0,0,0,302.3903918191706,8.471302867138055,1
6581,2640 Mortsel,house,residence,320000,2,151.0,Partially equipped,1,2,,2,0,To be renovated,1966,20.48806329910479,0,44.22726435300935,0,16.45110022971489,0,0,1,2,0,0,16.584440295083912,0,0,1,1,80.0,13.46491297829312,1
6582,2640 Mortsel,flat,apartment,499000,3,223.0,Super equipped,2,1,,3,0,Normal,1999,30.25720606424085,0,100.0,0,24.295333451830597,1,1,1,3,1,24.0,24.492252886117303,0,0,1,0,709.821656586053,19.88526883549249,0
6583,2640 Mortsel,house,residence,349000,3,160.0,Super equipped,1,2,,,0,Normal,,21.709206144746798,0,34.0,0,17.43162938247935,0,0,1,2,1,20.0,17.572916868963087,0,0,1,1,50.0,14.26745746044304,0
6584,2640 Mortsel,flat,apartment,290000,3,122.0,Super equipped,1,1,,7,0,Normal,1982,16.553269685369433,0,35.733286430908215,0,13.291617404140506,1,1,1,2,0,0,13.399349112584353,0,0,1,0,388.33292423093485,10.878936313587818,1
6585,2640 Mortsel,flat,apartment,230000,2,100.0,Partially equipped,1,1,1,5,0,Excellent,1971,29.0,0,30.0,0,10.894768364049595,1,1,1,2,1,7.0,14.0,0,0,1,0,318.3056755991269,8.9171609127769,0
6586,2640 Mortsel,house,residence,420000,4,161.0,Super equipped,1,2,,,0,Normal,1969,21.844888683151463,0,36.0,0,17.540577066119848,0,0,1,2,1,11.0,17.682747599394105,0,0,1,0,512.4721377145944,14.35662906957081,1
6587,2640 Mortsel,house,residence,949000,4,225.0,Super equipped,1,1,,,0,Normal,2002,30.528571141050183,0,65.90155284388811,0,24.51322881911159,0,0,1,3,0,0,24.71191434697934,0,0,1,0,716.1877700980356,20.063612053748024,1
6588,2640 Mortsel,flat,ground-floor,335000,2,90.0,Fully equipped,2,1,,3,0,Excellent,1960,12.211428456420073,0,26.360621137555242,0,9.805291527644636,0,0,2,2,1,106.0,9.884765738791737,0,1,1,1,106.0,8.02544482149921,0
6589,2640 Mortsel,house,residence,435000,4,229.0,Super equipped,2,3,,,0,Normal,1969,31.071301294668853,0,40.0,0,24.949019553673573,0,0,1,3,0,0,25.15123726870342,0,0,1,1,40.0,20.4202984902591,1
6590,2640 Mortsel,house,residence,369000,4,162.0,Partially equipped,1,2,,,0,Normal,1930,21.980571221556133,0,47.449118047599434,0,17.649524749760346,0,0,1,2,0,0,17.792578329825126,0,0,1,0,515.6551944705856,14.445800678698578,0
6591,2640 Mortsel,flat,apartment,285000,1,79.0,Super equipped,1,1,,2,0,Normal,,10.718920533968731,0,40.0,0,8.60686700759918,1,0,1,2,1,18.0,8.676627704050524,0,0,1,0,251.46148372331027,7.044557121093751,0
6592,2640 Mortsel,flat,ground-floor,239000,2,90.0,Super equipped,1,1,,,0,Normal,,12.211428456420073,0,26.360621137555242,0,9.805291527644636,1,0,1,2,0,0,9.884765738791737,0,0,1,1,70.0,8.02544482149921,0
6593,2640 Mortsel,flat,ground-floor,329000,2,112.0,Super equipped,1,1,,5,0,Normal,1995,15.196444301322758,0,44.0,0,12.202140567735547,1,1,1,2,0,0,12.30104180827416,0,0,1,0,356.50235667102214,9.987220222310128,0
6594,2640 Mortsel,flat,loft,567600,3,172.0,Partially equipped,2,1,,3,0,Normal,2021,23.33739660560281,0,50.37807595177224,0,18.739001586165305,1,0,1,2,1,21.0,18.89088563413532,0,0,1,0,547.4857620304983,15.337516769976268,0
6595,2640 Mortsel,flat,loft,299000,2,88.0,Partially equipped,1,1,,3,0,Normal,2021,11.940063379610738,0,25.774829556720682,0,9.587396160363644,1,0,1,2,1,10.0,9.665104277929698,0,0,1,0,280.1089945272317,7.847101603243672,0
6596,2640 Mortsel,flat,loft,299000,2,86.0,Partially equipped,1,1,,3,0,Normal,2021,11.668698302801404,0,25.18903797588612,0,9.369500793082652,1,0,1,2,1,10.0,9.44544281706766,0,0,1,0,273.74288101524917,7.668758384988134,0
6597,2640 Mortsel,flat,loft,513000,2,171.0,Partially equipped,1,1,,2,0,Normal,2021,23.20171406719814,0,50.08518016135496,0,18.630053902524807,1,0,1,2,1,13.0,18.781054903704298,0,0,1,0,544.302705274507,15.2483451608485,1
6598,2640 Mortsel,flat,duplex,289000,3,175.0,Super equipped,1,2,,,0,To be renovated,1947,23.74444422081681,0,51.25676332302408,0,19.06584463708679,1,0,1,2,1,9.0,19.220377825428375,0,0,1,1,60.0,15.605031597359575,0
6599,2640 Mortsel,flat,duplex,513000,2,171.0,Partially equipped,1,1,,2,0,Normal,2021,23.20171406719814,0,50.08518016135496,0,18.630053902524807,1,0,1,2,1,13.0,18.781054903704298,0,0,1,0,544.302705274507,15.2483451608485,1
6600,2640 Mortsel,flat,ground-floor,249000,3,110.0,Super equipped,1,1,,2,0,Normal,1995,14.925079224513423,0,42.0,0,11.984245200454554,1,1,1,2,1,20.0,12.081380347412122,0,0,1,0,350.1362431590396,9.80887700405459,1
6601,2640 Mortsel,flat,ground-floor,345000,2,91.0,Super equipped,1,2,,2,0,Normal,,12.34711099482474,0,37.0,0,9.914239211285132,1,0,1,2,1,15.0,9.994596469222756,0,0,1,1,105.0,8.11461643062698,0
6602,2640 Mortsel,house,residence,395000,3,163.0,Super equipped,1,1,,,0,Normal,1948,22.1162537599608,0,47.74201383801672,0,17.75847243340084,0,0,1,2,0,0,17.902409060256144,0,0,1,0,518.8382512265769,14.534972287826347,1
6603,2640 Mortsel,house,residence,375000,3,170.0,Super equipped,1,2,,,0,Normal,1935,23.066031528793474,0,64.0,0,18.521106218884313,0,0,1,2,0,0,18.67122417327328,0,0,1,1,70.0,15.15917355172073,1
6604,2640 Mortsel,house,residence,260000,3,140.0,Partially equipped,1,2,,1,0,To be renovated,1930,18.99555537665345,0,41.005410658419265,0,15.252675709669433,0,0,1,3,0,0,15.376302260342701,0,0,1,0,445.6279458387777,12.48402527788766,1
6605,2640 Mortsel,house,residence,259000,3,125.0,Partially equipped,1,1,,,0,To be renovated,,16.960317300583437,0,35.0,0,13.618460455061994,0,0,1,2,0,0,13.728841303877411,0,0,1,1,24.0,11.146451140971125,0
6606,2640 Mortsel,house,residence,345000,3,246.0,Partially equipped,1,1,,,0,To be renovated,,33.377904447548204,0,35.0,0,26.801130175562005,0,0,1,2,1,14.0,27.018359686030745,0,0,1,0,783.0319619738523,21.936215845431175,1
6607,2640 Mortsel,house,residence,449000,4,198.0,Partially equipped,1,1,,,0,Normal,1968,26.865142604124163,0,57.993366502621534,0,21.571641360818198,0,0,1,3,0,0,21.746484625341818,0,0,1,0,630.2452376862714,17.655978607298263,0
6608,2640 Mortsel,house,residence,395000,3,160.0,Super equipped,1,2,,,0,Normal,1920,21.709206144746798,0,46.863326466764875,0,17.43162938247935,0,0,1,2,0,0,17.572916868963087,0,0,1,0,509.2890809586031,14.26745746044304,0
6609,2640 Mortsel,house,residence,675000,4,192.0,Super equipped,2,3,,,0,Normal,1956,26.051047373696157,0,43.0,0,20.917955258975223,0,0,1,3,1,15.0,21.087500242755702,0,0,1,1,85.0,17.12094895253165,0
6610,2640 Mortsel,house,residence,414500,4,190.0,Partially equipped,1,2,,,0,Normal,,25.779682296886822,0,63.0,0,20.70005989169423,0,0,1,2,0,0,20.867838781893667,0,0,1,0,604.7807836383412,16.94260573427611,1
6611,2640 Mortsel,house,residence,795000,4,150.0,Super equipped,2,3,,,0,Normal,1951,20.35238076070012,0,55.0,0,16.34215254607439,0,0,1,3,1,11.0,16.474609564652894,0,0,1,1,110.0,13.37574136916535,1
6612,2640 Mortsel,house,residence,299000,3,145.0,Super equipped,1,1,,,0,To be renovated,1938,19.673968068676785,0,41.0,0,15.797414127871914,0,0,1,2,0,0,15.925455912497798,0,0,1,1,110.0,12.929883323526505,0
6613,2640 Mortsel,house,residence,375000,3,118.0,Super equipped,1,2,,2,0,Fully renovated,,14.0,0,16.0,0,15.0,0,0,1,3,1,25.0,12.0,0,0,1,0,375.60069720696976,7.0,0
6614,2640 Mortsel,house,residence,295000,3,135.0,Partially equipped,1,2,,,0,To be renovated,1970,18.31714268463011,0,35.0,0,14.707937291466953,0,0,1,2,0,0,14.827148608187604,0,0,1,1,150.0,12.038167232248815,1
6615,2640 Mortsel,house,residence,365000,5,150.0,Partially equipped,1,2,,,0,To be renovated,1955,20.35238076070012,0,30.0,0,16.34215254607439,0,0,1,2,0,0,16.474609564652894,0,0,1,0,477.4585133986904,13.37574136916535,0
6616,2640 Mortsel,house,residence,438500,4,150.0,Super equipped,1,2,,3,0,New,2022,20.35238076070012,0,32.0,0,16.34215254607439,0,0,1,3,0,0,16.474609564652894,0,0,1,1,272.0,13.37574136916535,0
6617,2640 Mortsel,house,residence,380000,4,165.0,Super equipped,1,2,,,0,Normal,1995,22.387618836770134,0,48.32780541885128,0,17.97636780068183,0,0,1,2,0,0,18.122070521118182,0,0,1,0,525.2043647385594,14.713315506081885,1
6618,2640 Mortsel,house,residence,275000,3,232.0,Partially equipped,1,1,,,0,To be renovated,,31.478348909882857,0,50.0,0,25.275862604595062,0,0,1,2,0,0,25.480729459996475,0,0,1,1,125.0,20.68781331764241,0
6619,2640 Mortsel,house,residence,389000,3,184.0,Super equipped,1,1,,,0,Normal,,24.965587066458816,0,36.0,0,20.046373789851256,0,0,1,2,0,0,20.20885439930755,0,0,1,1,85.0,16.407576079509496,1
6620,2640 Mortsel,house,residence,450000,3,183.0,Super equipped,1,2,,,0,Normal,1985,24.82990452805415,0,55.0,0,19.937426106210758,0,0,1,3,1,25.0,20.09902366887653,0,0,1,1,170.0,16.31840447038173,1
6621,2640 Mortsel,house,residence,385000,3,140.0,Partially equipped,1,2,,,0,To be renovated,1963,18.99555537665345,0,32.0,0,15.252675709669433,0,0,1,3,0,0,15.376302260342701,0,0,1,1,125.0,12.48402527788766,1
6622,2640 Mortsel,house,residence,325000,5,162.0,Partially equipped,1,2,,,0,To be renovated,1960,21.980571221556133,0,26.0,0,17.649524749760346,0,0,1,3,1,12.0,17.792578329825126,0,0,1,0,515.6551944705856,14.445800678698578,1
6623,2640 Mortsel,house,residence,445000,4,211.0,Super equipped,1,1,,,0,Normal,1978,28.62901560338484,0,41.0,0,22.987961248144646,0,0,1,2,0,0,23.17428412094507,0,0,1,1,95.0,18.81520952595926,1
6624,2640 Mortsel,house,residence,513000,2,171.0,Partially equipped,1,1,,2,0,Normal,2021,23.20171406719814,0,50.08518016135496,0,18.630053902524807,0,0,1,2,1,13.0,18.781054903704298,0,0,1,0,544.302705274507,15.2483451608485,1
6625,2640 Mortsel,house,residence,570000,4,360.0,Partially equipped,3,3,,,0,To be renovated,1948,48.84571382568029,0,105.44248455022097,0,39.221166110578544,0,0,1,2,1,60.0,39.53906295516695,0,0,1,1,200.0,32.10177928599684,1
6626,2640 Mortsel,house,residence,219000,3,158.0,Partially equipped,1,2,,,0,To be renovated,1952,21.437841067937462,0,46.277534885930315,0,17.21373401519836,0,0,1,3,0,,17.35325540810105,0,0,1,0,502.92296744662053,14.089114242187502,0
6627,2640 Mortsel,flat,apartment,235000,3,105.0,Partially equipped,1,2,,,0,To be renovated,1975,14.246666532490085,0,35.0,0,11.439506782252074,1,1,1,2,1,9.0,11.532226695257025,0,0,1,0,334.2209593790833,9.363018958415745,1
6628,2640 Mortsel,flat,apartment,299000,2,83.0,Super equipped,1,1,,,0,Excellent,1971,11.261650687587402,0,24.31035060463428,0,9.042657742161165,1,0,1,2,0,0,9.115950625774602,0,0,1,0,264.19371074727536,7.401243557604827,0
6631,2640 Mortsel,flat,apartment,205000,2,83.0,Partially equipped,1,1,1,3,0,Normal,,10.0,0,29.0,0,7.0,1,1,1,3,1,6.0,12.0,0,0,1,0,264.19371074727536,7.401243557604827,0
6632,2640 Mortsel,flat,apartment,267000,3,115.0,Partially equipped,1,2,,,0,To be renovated,1982,15.603491916536761,0,40.0,0,12.528983618657035,1,1,1,2,1,13.0,12.630533999567218,0,0,1,0,366.05152693899595,10.254735049693435,1
6633,2640 Mortsel,flat,apartment,239000,2,80.0,Super equipped,1,1,,2,0,Normal,1976,10.854603072373399,0,30.0,0,8.715814691239675,1,0,1,2,1,5.0,8.786458434481544,0,0,1,0,254.64454047930155,7.13372873022152,1
6634,2640 Mortsel,flat,apartment,199000,2,85.0,Super equipped,1,1,,3,0,Normal,,11.533015764396737,0,31.0,0,9.260553109442156,1,0,1,2,0,0,9.33561208663664,0,0,1,0,270.5598242592579,7.579586775860365,0
6635,2640 Mortsel,flat,apartment,250000,2,97.0,Super equipped,1,1,1,1,0,Normal,1990,12.0,1,36.0,1,12.0,1,0,1,2,1,10.0,10.0,0,0,1,0,308.7565053311531,8.649646085393593,1
6636,2640 Mortsel,flat,apartment,339500,2,123.0,Super equipped,1,1,,2,0,Normal,2011,16.688952223774102,0,41.0,0,13.400565087781002,1,1,1,2,0,0,13.509179843015373,0,0,1,1,50.0,10.968107922715587,1
6637,2640 Mortsel,flat,apartment,195000,2,99.0,Partially equipped,1,1,,,0,To be renovated,1960,13.432571302062081,0,28.996683251310767,0,10.785820680409099,1,0,1,2,0,0,10.873242312670909,0,0,1,0,315.1226188431357,8.827989303649131,0
6638,2640 Mortsel,flat,apartment,219000,2,90.0,Super equipped,1,1,,,0,Normal,1969,12.211428456420073,0,26.360621137555242,0,9.805291527644636,1,0,1,2,0,0,9.884765738791737,0,0,1,0,286.4751080392142,8.02544482149921,0
6639,2640 Mortsel,flat,apartment,139000,2,75.0,Partially equipped,1,1,,3,0,To be renovated,1955,10.17619038035006,0,21.967184281296035,0,8.171076273037196,1,0,1,2,0,0,8.237304782326447,0,0,1,0,238.7292566993452,6.687870684582675,0
6640,2640 Mortsel,flat,apartment,325000,3,114.0,Partially equipped,1,1,,,0,Normal,,15.467809378132094,0,33.39012010756998,0,12.42003593501654,1,0,1,2,0,0,12.520703269136199,0,0,1,0,362.8684701830047,10.165563440565666,1
6641,2640 Mortsel,flat,apartment,567600,3,172.0,Partially equipped,2,1,,3,0,Normal,2021,23.33739660560281,0,50.37807595177224,0,18.739001586165305,1,0,1,2,1,21.0,18.89088563413532,0,0,1,0,547.4857620304983,15.337516769976268,0
6642,2640 Mortsel,flat,apartment,299000,2,88.0,Partially equipped,1,1,,3,0,Normal,2021,11.940063379610738,0,25.774829556720682,0,9.587396160363644,1,0,1,2,1,10.0,9.665104277929698,0,0,1,0,280.1089945272317,7.847101603243672,0
6643,2640 Mortsel,flat,apartment,299000,2,86.0,Partially equipped,1,1,,3,0,Normal,2021,11.668698302801404,0,25.18903797588612,0,9.369500793082652,1,0,1,2,1,10.0,9.44544281706766,0,0,1,0,273.74288101524917,7.668758384988134,0
6644,2640 Mortsel,flat,apartment,365000,3,129.0,Partially equipped,2,1,3,,0,New,,17.0,0,37.783556963829184,0,11.0,1,1,1,2,1,8.0,8.0,0,0,1,0,410.61432152287375,9.0,0
6647,2640 Mortsel,flat,apartment,196000,1,70.0,Partially equipped,1,1,,4,0,New,2021,9.497777688326725,0,20.502705329209633,0,7.626337854834716,1,1,1,2,0,0,7.6881511301713505,0,0,1,0,222.81397291938885,6.24201263894383,1
6648,2650 Edegem,house,residence,395000,4,181.0,Super equipped,1,2,,,0,New,,10.0,0,43.0,0,7.0,0,0,1,2,0,0,8.0,0,0,1,0,576.1332728344197,8.0,0
6649,2650 Edegem,house,residence,589000,6,245.0,Partially equipped,2,3,,,0,Normal,1992,33.24222190914353,0,77.0,0,26.692182491921507,0,0,1,3,1,23.0,26.908528955599728,0,0,1,1,130.0,21.847044236303404,1
6650,2650 Edegem,flat,apartment,195000,2,105.0,Partially equipped,1,1,,,0,To be renovated,1978,14.246666532490085,0,30.75405799381445,0,11.439506782252074,1,1,1,2,1,11.0,11.532226695257025,0,0,1,0,334.2209593790833,9.363018958415745,1
6651,2650 Edegem,house,residence,525000,3,177.0,Partially equipped,1,2,,2,0,Normal,1971,16.0,0,44.0,0,19.283740004367782,1,0,1,2,1,24.0,13.0,0,0,1,1,70.0,7.0,1
6652,2650 Edegem,house,residence,295000,2,111.0,Partially equipped,1,1,,,0,To be renovated,1930,15.06076176291809,0,40.0,0,12.09319288409505,0,0,1,3,0,0,12.19121107784314,0,0,1,0,353.3192999150309,9.89804861318236,0
6653,2650 Edegem,flat,apartment,450000,3,106.0,Partially equipped,1,1,1,6,0,Normal,,16.0,0,30.0,1,11.54845446589257,1,1,1,2,1,24.0,13.0,1,0,1,0,337.4040161350745,10.0,1
6654,2650 Edegem,flat,apartment,325000,2,,Super equipped,1,1,,,0,Normal,,,0,,0,,1,1,1,2,0,0,,0,0,1,0,,,1
6655,2650 Edegem,flat,apartment,215000,2,94.0,Partially equipped,1,1,,3,0,To be renovated,1967,12.754158610038743,0,27.532204299224365,0,10.24108226220662,1,1,1,2,1,4.0,10.324088660515814,0,0,1,0,299.2073350631793,8.382131258010286,1
6656,2650 Edegem,house,residence,325000,1,88.0,Partially equipped,1,1,,2,0,To be renovated,,11.940063379610738,0,29.0,0,9.587396160363644,0,0,1,2,1,20.0,9.665104277929698,0,0,1,0,280.1089945272317,7.847101603243672,1
6657,2650 Edegem,house,residence,349000,3,154.0,Super equipped,1,2,,,0,To be renovated,1964,20.895110914318792,0,45.105951724261196,0,16.777943280636375,0,0,1,3,0,0,16.91393248637697,0,0,1,1,141.0,13.732427805676426,1
6658,2650 Edegem,house,master-house,625000,4,218.0,Super equipped,1,2,,,0,Normal,1900,21.0,0,52.0,0,9.0,0,0,2,2,0,0,15.0,1,1,1,0,693.9063728060967,22.0,0
6659,2650 Edegem,house,mixed-building,398000,1,85.0,Partially equipped,1,2,,2,0,New,,16.0,0,17.0,0,15.0,0,0,1,3,0,0,9.33561208663664,0,0,1,0,270.5598242592579,7.579586775860365,0
6660,2650 Edegem,flat,penthouse,359000,2,90.0,Partially equipped,2,2,,2,0,Normal,,12.211428456420073,0,39.0,0,9.805291527644636,1,0,1,2,1,10.0,9.884765738791737,0,0,1,0,286.4751080392142,8.02544482149921,0
6661,2650 Edegem,flat,penthouse,625000,2,137.0,Partially equipped,2,1,3,3,0,New,,18.588507761439445,0,40.12672328716742,0,14.925832658747945,1,0,1,4,1,88.0,15.046810069049643,0,0,1,0,436.0787755708039,12.216510450504353,0
6662,2650 Edegem,house,villa,910000,4,353.0,Super equipped,2,3,,,0,New,1970,24.0,0,57.0,1,20.0,0,0,1,4,0,0,18.0,0,0,1,0,1123.6190348649181,17.0,1
6663,2650 Edegem,house,villa,665000,4,250.0,Partially equipped,1,2,,,0,To be renovated,,33.920634601166874,0,73.22394760432012,0,27.236920910123988,0,0,1,4,0,0,27.457682607754823,0,0,1,0,795.7641889978173,22.29290228194225,1
6664,2650 Edegem,flat,ground-floor,297500,2,101.0,Super equipped,1,1,,3,0,New,2021,13.703936378871417,0,39.0,0,11.00371604769009,1,0,1,3,0,0,11.092903773532948,0,0,1,1,83.0,9.00633252190467,0
6665,2650 Edegem,house,residence,420000,4,232.0,Partially equipped,1,2,,3,0,To be renovated,1981,31.478348909882857,0,32.0,0,25.275862604595062,0,0,1,3,0,0,25.480729459996475,0,0,1,1,157.0,20.68781331764241,1
6666,2650 Edegem,house,residence,375000,3,187.0,Partially equipped,1,2,,,0,To be renovated,1971,25.37263468167282,0,54.771512808031446,0,20.37321684077274,0,0,1,3,1,12.0,20.538346590600607,0,0,1,0,595.2316133703673,16.675090906892805,1
6667,2650 Edegem,house,residence,245000,2,98.0,Partially equipped,1,1,,,0,New,1950,14.0,0,30.0,1,10.676872996768603,0,0,1,2,1,12.0,12.0,0,0,1,1,83.0,8.738817694521362,0
6668,2650 Edegem,house,residence,350000,4,178.0,Not equipped,1,1,,,0,To be renovated,1928,24.15149183603081,0,52.135450694275924,0,19.39268768800828,0,0,1,2,0,0,19.549870016721435,0,0,1,0,566.584102566446,15.872546424742882,0
6669,2650 Edegem,house,residence,349000,3,198.0,Partially equipped,2,2,,,0,To be renovated,,26.865142604124163,0,57.993366502621534,0,21.571641360818198,0,0,1,2,0,0,21.746484625341818,0,0,1,1,65.0,17.655978607298263,1
6670,2650 Edegem,house,residence,375000,3,165.0,Partially equipped,1,1,,,0,To be renovated,1970,22.387618836770134,0,35.0,0,17.97636780068183,0,0,1,3,1,12.0,18.122070521118182,0,0,1,0,525.2043647385594,14.713315506081885,1
6671,2650 Edegem,house,residence,468000,4,213.0,Partially equipped,2,1,,,0,Normal,1981,28.900380680194175,0,62.38680335888074,0,23.20585661542564,0,0,1,3,1,18.0,23.39394558180711,0,0,1,0,677.9910890261403,18.993552744214796,1
6672,2650 Edegem,house,residence,525000,3,203.0,Partially equipped,1,1,,,0,Normal,,16.0,0,33.0,0,26.0,0,0,1,2,0,0,7.0,0,0,1,1,646.1605214662277,25.0,1
6673,2650 Edegem,house,residence,529000,4,208.0,Partially equipped,3,1,,,0,Excellent,1979,28.22196798817084,0,60.92232440679434,0,22.661118197223157,0,0,1,3,0,0,22.84479192965201,0,0,1,0,662.075805246184,18.547694698575953,0
